Company,Model,Fuel,SeatsBand,EngineBand,peer_id,hp,tq,vmax,acc_sec,cc,price,log_price,z_hp,z_tq,z_vmax,z_acc,z_eff,z_price,perf,price_index,VFM_ratio,VFM_diff,price_pred,price_resid,overpriced_pct
KIA,SPORTAGE 2024(X-PRO PRESTIGE),Petrol,4–5,mid,Petrol | 4–5 | mid,187,400,200,8.1,2480,38000,10.54534144,-0.09333333333,0.4836759371,-0.1666666667,-0.2047244094,-0.5333333333,0.2479275134,-0.03687636113,1.281367047,-0.02877892109,-0.2848038746,10.34543304,0.1999084036,22.12908872
GMC,Canyon AT4X Edition 1,Petrol,4–5,large,Petrol | 4–5 | large,308,373,180,6.8,3600,55000,10.91508846,-0.7942857143,-0.6513815403,-0.9150326797,-0.7474747475,0.1418817061,-0.3685254946,-0.7336837082,0.6917535734,-1.060614266,-0.3651582136,10.71383655,0.201251917,22.29328105
Nissan,Juke,Petrol,4–5,small,Petrol | 4–5 | small,117,180,180,10.4,1000,25000,10.1266311,0.3653846154,0.2489626556,0,0.1040462428,0.5,0.4862144965,0.2234863951,1.626148762,0.1374329337,-0.2627281014,9.925044927,0.2015861773,22.33416568
Porsche,Taycan GTS,Electric,4–5,EV,Electric | 4–5 | EV,590,850,250,3.5,93,132750,11.79622294,0.9960159363,1.129943503,0.7142857143,0.5964912281,0,1.066371854,0.8367496667,2.904821244,0.2880554762,-0.2296221877,11.59436853,0.20185441,22.3669841
LAMBORGHINI,HURACAN SPYDER,Petrol,2,large,Petrol | 2 | large,610,600,325,3.4,5204,287000,12.56723749,-0.1255230126,-0.433604336,0,-0.5,0,0.01639834015,-0.2306539216,1.016533531,-0.2269024234,-0.2470522617,12.36497444,0.2022630551,22.416999
AUDI,AUDI R8 Gt,Petrol,2,large,Petrol | 2 | large,602,560,320,3.6,5204,253290,12.44229036,-0.1589958159,-0.6504065041,-0.1315789474,-0.75,0,-0.06657893366,-0.3620456259,0.9355890635,-0.3869707759,-0.2954666922,12.23986236,0.2024279942,22.437192
Nissan,Patrol Black Edition,Petrol,6–7,large,Petrol | 6–7 | large,400,560,200,6.5,5600,85000,11.35040654,0.8256880734,0.545,-0.25,0.625,-0.65,0.9119216356,0.4404908257,2.489101086,0.1769678332,-0.4714308099,11.14771693,0.2026896099,22.46922769
BMW,118i,Petrol,4–5,small,Petrol | 4–5 | small,136,220,213,8.5,1499,32000,10.37349118,0.7307692308,0.5809128631,0.825,0.5433526012,-0.7475,0.8095902135,0.6082473236,2.246987013,0.2706946324,-0.2013428899,10.16824827,0.205242914,22.78232842
Jaguar Land Rover,Jaguar F-Type R-Dynamic,Petrol,2,mid,Petrol | 2 | mid,300,400,250,5.1,2995,70000,11.15625052,0,0.07936507937,0,0.0625,-0.9989959839,0.5250118586,-0.02157678332,1.690478895,-0.01276371056,-0.5465886419,10.95095615,0.2052943676,22.78864618
Chevrolet,Equinox Premier,Petrol,4–5,mid,Petrol | 4–5 | mid,170,275,200,8.8,1500,33400,10.41631118,-0.2066666667,-0.1209189843,-0.1666666667,-0.4251968504,0.5555555556,0.06177619759,-0.1871120558,1.063724254,-0.1759027822,-0.2488882534,10.21048979,0.2058213893,22.85337552
Kia,Niro SX Touring,Hybrid,4–5,mid,Hybrid | 4–5 | mid,139,265,180,10.5,1600,34500,10.4487146,-0.6666666667,-0.3725490196,-0.3225806452,-1.5,0.22172949,-0.3379093269,-0.6612727918,0.7132599585,-0.9271132971,-0.3233634649,10.24242814,0.2062864598,22.91052429
Chevrolet,Silverado 1500 High Country,Petrol,6–7,large,Petrol | 6–7 | large,355,519,180,7,5300,61595,11.02833598,0.4128440367,0.34,-1.25,0,-0.5,0.2372354016,-0.06250458716,1.267739511,-0.04930396713,-0.2997399887,10.82117506,0.2071609175,23.01805134
Porsche,Taycan Turbo,Electric,4–5,EV,Electric | 4–5 | EV,670,850,260,3.2,93,150900,11.92437264,1.314741036,1.129943503,0.8571428571,0.701754386,0,1.233451734,0.9979275117,3.433059115,0.2906817152,-0.2355242221,11.71628486,0.2080877893,23.13212617
GMC,Sierra 3500HD Pro,Petrol,4–5,large,Petrol | 4–5 | large,401,629,170,7.8,6600,62000,11.03488966,-0.44,-0.04938271605,-1.045751634,-1.151515152,-0.9222310898,-0.2927189908,-0.6494414548,0.7462318092,-0.8702945208,-0.356722464,10.82658761,0.2083020574,23.15851227
GMC,Yukon XL Elevation,Petrol,8+,large,Petrol | 8+ | large,355,519,210,7.4,5300,75000,11.22524339,0,0,0.2,-0.1,0,0.401884552,0.02,1.49463877,0.01338115965,-0.381884552,11.01621607,0.2090273188,23.2478668
Mitsubishi,Delica D:5,Diesel,6–7,mid,Diesel | 6–7 | mid,145,360,175,11,2200,37500,10.53209621,-0.2010582011,0.07142857143,-0.202020202,0,0,0.4011866785,-0.09648869649,1.493596065,-0.06460160064,-0.497675375,10.32258967,0.2095065406,23.306944
Peugeot,Expert L2H1,Diesel,4–5,mid,Diesel | 4–5 | mid,120,320,160,13,1997,30000,10.30895266,-0.6148867314,-0.2068965517,-0.4,-1.048951049,0.005940594059,-0.1715699205,-0.5460828464,0.842341369,-0.6482916149,-0.3745129259,10.0990035,0.209949162,23.36153439
Ford,Puma,Petrol,4–5,small,Petrol | 4–5 | small,123,200,191,9.6,1000,28000,10.23995979,0.4807692308,0.4149377593,0.275,0.289017341,0.5,0.6346700312,0.3890602508,1.886399586,0.2062448772,-0.2456097804,10.02970242,0.2102573676,23.39956096
Mitsubishi,ASX Dynamic,Petrol,4–5,mid,Petrol | 4–5 | mid,148,197,190,10,2000,26500,10.18490001,-0.3533333333,-0.4981862152,-0.3333333333,-0.8031496063,0,-0.2720795454,-0.4506004976,0.7617936615,-0.5914994052,-0.1785209522,9.973821762,0.2110782496,23.50089902
Peugeot,3008 GT Line,Petrol,4–5,mid,Petrol | 4–5 | mid,180,250,210,8.5,1598,35000,10.46310334,-0.14,-0.2418379686,0,-0.3307086614,0.4466666667,0.1292830169,-0.1411759927,1.138012155,-0.1240549075,-0.2704590096,10.25175003,0.2113533067,23.53487349
Mitsubishi,Mirage G4,Petrol,4–5,small,Petrol | 4–5 | small,78,100,170,12,1200,18000,9.798127037,-0.3846153846,-0.4149377593,-0.25,-0.2658959538,0,0.05588878693,-0.3207821272,1.057480072,-0.3033457895,-0.3766709142,9.581018511,0.217108526,24.24789361
LAMBORGHINI,AVENTADOR SVJ,Petrol,2,large,Petrol | 2 | large,759,720,350,2.8,6498,518000,13.15773052,0.4979079498,0.216802168,0.6578947368,0.25,-0.5180144115,0.4085441881,0.3733064428,1.504625738,0.2481058468,-0.03523774529,12.94006962,0.217660901,24.316544
McLaren,Mclaren 720s,Petrol,2,large,Petrol | 2 | large,710,770,341,2.9,3994,499000,13.12036137,0.2928870293,0.487804878,0.4210526316,0.125,0.48438751,0.3837273741,0.3335013377,1.467745242,0.2272201798,-0.05022603638,12.90216693,0.2181944473,24.38289032
Volkswagen,Scirocco 16V,Petrol,4–5,mid,Petrol | 4–5 | mid,137,230,220,7.1,1800,35000,10.46310334,-0.4266666667,-0.338573156,0.1666666667,0.1102362205,0.2222222222,0.1292830169,-0.150556276,1.138012155,-0.1322975992,-0.2798392929,10.24332457,0.2197787736,24.5801096
Nissan,X-Trail Platinum Edition,Hybrid,4–5,mid,Hybrid | 4–5 | mid,204,305,190,8,1500,46000,10.73639668,-0.2654320988,-0.2156862745,-0.1612903226,-0.25,0.332594235,0.2252614678,-0.2016668422,1.252650201,-0.1609921445,-0.42692831,10.51620758,0.2201890966,24.63123818
Porsche,Taycan Turbo S,Electric,4–5,EV,Electric | 4–5 | EV,750,1050,260,2.8,93,185000,12.1281111,1.633466135,1.694915254,0.8571428571,0.8421052632,0,1.499083223,1.250545822,4.477582246,0.2792904192,-0.2485374011,11.90736755,0.2207435575,24.70036048
Nissan,Patrol Titanium,Petrol,6–7,large,Petrol | 6–7 | large,428,560,210,6.5,5600,98000,11.49272276,1.082568807,0.545,0.25,0.625,-0.65,1.210051327,0.6303990826,3.35365678,0.1879736431,-0.5796522441,11.27100433,0.2217184324,24.821987
Mazda,Sentia Hardtop Coupe,Petrol,4–5,mid,Petrol | 4–5 | mid,160,220,210,8,2500,32500,10.38899537,-0.2733333333,-0.3869407497,0,-0.1732283465,-0.5555555556,0.02236781303,-0.2354782637,1.022619848,-0.2302696003,-0.2578460767,10.16704676,0.2219486038,24.85072077
Jeep,Renegade 4xe,Hybrid,4–5,small,Hybrid | 4–5 | small,240,270,200,7.5,1300,44500,10.70324447,0.1683501684,0,0,0.3921568627,0.5,0.5774102944,0.1623539315,1.781419101,0.09113741476,-0.415056363,10.47995234,0.223292131,25.01857384
LAMBORGHINI,AVENTADOR SV,Petrol,2,large,Petrol | 2 | large,740,690,350,2.8,6498,493000,13.10826445,0.4184100418,0.05420054201,0.6578947368,0.25,-0.5180144115,0.37569382,0.3129618498,1.456001267,0.2149461384,-0.0627319702,12.88260909,0.225655366,25.3143715
Nissan,Violet,Petrol,4–5,mid,Petrol | 4–5 | mid,96.5,132.75,160,12.8,1800,18000,9.798127037,-0.6966666667,-0.8089480048,-0.8333333333,-1.68503937,0.2222222222,-0.8300749986,-0.8981863639,0.4360165845,-2.05998211,-0.06811136531,9.571795536,0.226331501,25.39912957
LAMBORGHINI,AVENTADOR ROADSTER,Petrol,2,large,Petrol | 2 | large,700,690,350,3,6498,445000,13.00582956,0.2510460251,0.05420054201,0.6578947368,0,-0.5180144115,0.3076669074,0.204384444,1.360247825,0.1502552992,-0.1032824634,12.77922094,0.226608621,25.433885
Acura,RDX Platinum Elite,Petrol,4–5,mid,Petrol | 4–5 | mid,272,400,210,6.6,1500,55000,10.91508846,0.4733333333,0.4836759371,0,0.2677165354,0.5555555556,0.7813597135,0.343722939,2.18444046,0.1573505642,-0.4376367746,10.68729124,0.227797225,25.58306486
Peugeot,508 Saloon,Petrol,4–5,mid,Petrol | 4–5 | mid,180,300,210,8.6,1598,37000,10.51867319,-0.14,0,0,-0.3622047244,0.4466666667,0.2094533656,-0.09910761155,1.233003873,-0.08037899449,-0.3085609772,10.28953629,0.2291369054,25.75141877
LAMBORGHINI,AVENTADOR ULTIMAE,Petrol,2,large,Petrol | 2 | large,769,720,355,2.8,6498,545000,13.20854107,0.539748954,0.216802168,0.7894736842,0.25,-0.5180144115,0.4422874268,0.4142665838,1.556262988,0.2661931736,-0.02802084308,12.97907215,0.2294689277,25.79317798
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE,Petrol,2,large,Petrol | 2 | large,769,720,355,2.8,6498,545000,13.20854107,0.539748954,0.216802168,0.7894736842,0.25,-0.5180144115,0.4422874268,0.4142665838,1.556262988,0.2661931736,-0.02802084308,12.97907215,0.2294689277,25.79317798
Mitsubishi,ASX Exceed,Petrol,4–5,mid,Petrol | 4–5 | mid,148,197,190,10,2000,27000,10.20359214,-0.3533333333,-0.4981862152,-0.3333333333,-0.8031496063,0,-0.2451124978,-0.4506004976,0.7826164906,-0.5757615678,-0.2054879998,9.973821762,0.2297703826,25.83110466
Peugeot,3008 Active,Petrol,4–5,small,Petrol | 4–5 | small,130,240,200,10,1499,30000,10.30895266,0.6153846154,0.7468879668,0.5,0.1965317919,-0.7475,0.7250476227,0.4666935671,2.06482943,0.2260203968,-0.2583540556,10.07877363,0.2301790354,25.8825364
MERCEDES,BENZ S-CLASS S 500,Petrol,4–5,mid,Petrol | 4–5 | mid,429,642.5,250,4.9,2996,109000,11.59910316,1.52,1.656590085,0.6666666667,0.8031496063,-1.106666667,1.768184325,1.101947938,5.86020347,0.1880391942,-0.6662363866,11.36833673,0.2307664327,25.95650119
Ford,F-350 Super Duty,Diesel,4–5,large,Diesel | 4–5 | large,475,1182,180,7,7300,75000,11.22524339,0.432,1.483076923,0,-0.1333333333,-1.03125,0.7019736013,0.3695862179,2.017730977,0.1831692243,-0.3323873834,10.99403587,0.2312075223,26.01207155
LAMBORGHINI,HURACAN STO,Petrol,2,large,Petrol | 2 | large,640,565,325,3,5204,327000,12.69771545,0,-0.6233062331,0,0,0,0.103048624,-0.1246612466,1.10854531,-0.112454805,-0.2277098706,12.46590139,0.2318140618,26.08852603
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,Petrol,4–5,mid,Petrol | 4–5 | mid,246,430,230,6.8,1999,55000,10.91508846,0.3,0.6287787183,0.3333333333,0.2047244094,0.001111111111,0.7813597135,0.3384228478,2.18444046,0.1549242719,-0.4429368658,10.68253064,0.2325578214,26.18234046
Porsche,Panamera 4S E-Hybrid Executive,Hybrid,4–5,mid,Hybrid | 4–5 | mid,520.8,730,289,3.98,2900,125340,11.73878532,1.690123457,1.450980392,1.435483871,1.76,-1.219512195,2.187552711,1.459860453,8.913372801,0.16378317,-0.7276922582,11.50595109,0.2328342362,26.21722395
Mitsubishi,Sigma,Petrol,4–5,mid,Petrol | 4–5 | mid,210,270,220,8.5,3000,37500,10.53209621,0.06,-0.1451027811,0.1666666667,-0.3307086614,-1.111111111,0.2288186905,-0.09638451073,1.257114092,-0.07667125154,-0.3252032012,10.2919822,0.2401140086,27.13940919
Mitsubishi,Eclipse Cross Black Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,152,250,180,9.8,1500,29000,10.27505111,-0.3266666667,-0.2418379686,-0.5,-0.7401574803,0.5555555556,-0.1420190049,-0.3829546453,0.8676047676,-0.4413929702,-0.2409356405,10.03458196,0.2404691466,27.18456925
Jaguar Land Rover,Jaguar I-PACE HSE,Electric,4–5,EV,Electric | 4–5 | EV,400,696,200,4.5,90,90000,11.40756495,0.2390438247,0.6949152542,0,0.2456140351,0,0.559644744,0.2717711965,1.750050674,0.1552933298,-0.2878735475,11.16701389,0.2405510577,27.1949875
Porsche,911 Carrera S,Petrol,4–5,mid,Petrol | 4–5 | mid,443,528,305.75,3.5,3000,131300,11.78524006,1.613333333,1.102781137,1.595833333,1.244094488,-1.111111111,2.036723106,1.297652903,7.665449134,0.1692859583,-0.7390702033,11.54412094,0.2411191207,27.26726279
Porsche,Macan Base,Petrol,4–5,mid,Petrol | 4–5 | mid,265,400,232,6.4,2000,58000,10.96819829,0.4266666667,0.4836759371,0.3666666667,0.3307086614,0,0.8579809951,0.3855435864,2.358394274,0.163477155,-0.4724374088,10.72485497,0.2433433149,27.55064493
Nissan,Qashqai Tekna,Hybrid,4–5,small,Hybrid | 4–5 | small,158,270,190,9.2,1300,36000,10.49127422,-0.936026936,0,-0.8,-0.9411764706,0.5,0.1255421495,-0.6508447217,1.133762956,-0.5740571418,-0.7763868713,10.24707633,0.2441978855,27.65969256
Jaguar Land Rover,Jaguar E-PACE,Petrol,4–5,mid,Petrol | 4–5 | mid,200,430,230,7,1999,50000,10.81977828,-0.006666666667,0.6287787183,0.3333333333,0.1417322835,0.001111111111,0.6438561898,0.2184910892,1.903808188,0.114765285,-0.4253651005,10.5748067,0.2449715801,27.75850038
Jaguar Land Rover,Jaguar E-PACE S,Petrol,4–5,mid,Petrol | 4–5 | mid,200,430,230,7,1999,50000,10.81977828,-0.006666666667,0.6287787183,0.3333333333,0.1417322835,0.001111111111,0.6438561898,0.2184910892,1.903808188,0.114765285,-0.4253651005,10.5748067,0.2449715801,27.75850038
Nissan,NV200,Petrol,6–7,mid,Petrol | 6–7 | mid,131,188,146.6,13.835,2000,28000,10.23995979,-0.5633802817,-0.3865546218,-1.753535354,-1.590825688,0.894,-0.4025934061,-0.8986662313,0.6685838862,-1.344133847,-0.4960728252,9.993462983,0.2464968066,27.95350971
Kia,Niro SX Hybrid,Hybrid,4–5,mid,Hybrid | 4–5 | mid,139,265,180,10.5,1600,36000,10.49127422,-0.6666666667,-0.3725490196,-0.3225806452,-1.5,0.22172949,-0.2545939792,-0.6612727918,0.775231194,-0.8530007524,-0.4066788126,10.24242814,0.2488460743,28.25446013
BMW,118i XDRIVE,Petrol,4–5,small,Petrol | 4–5 | small,136,250,211,8.9,1499,34000,10.4341158,0.7307692308,0.8298755187,0.775,0.450867052,-0.7475,0.8890057703,0.6295427449,2.432709776,0.2587825112,-0.2594630254,10.18170888,0.2524069237,28.71196903
Porsche,Taycan Turbo S Cross Turismo,Electric,4–5,EV,Electric | 4–5 | EV,750,1050,260,2.9,93,190000,12.15477935,1.633466135,1.694915254,0.8571428571,0.8070175439,0,1.533852929,1.243528278,4.636004651,0.2682327504,-0.2903246503,11.90205942,0.2527199359,28.75226374
TOYOTA,ALPHARD EXECUTIVE LOUNGE,Hybrid,6–7,mid,Hybrid | 6–7 | mid,296,400,180,8.5,2500,59200,10.98867682,1,1,-1,-3,-0.5555555556,5.032564463,-0.2777777778,153.3257071,-0.00181168431,-5.310342241,10.73494672,0.253730098,28.88239011
Volkswagen,Golf Cabriolet,Petrol,4–5,small,Petrol | 4–5 | small,105,200,217,8.4,1200,30000,10.30895266,0.1346153846,0.4149377593,0.925,0.5664739884,0,0.7250476227,0.4283977342,2.06482943,0.2074736672,-0.2966498886,10.05456723,0.2543854291,28.96687844
Porsche,Cayenne Base,Petrol,4–5,mid,Petrol | 4–5 | mid,335,450,245,5.9,3000,72200,11.18719532,0.8933333333,0.7255139057,0.5833333333,0.4881889764,-1.111111111,1.173926932,0.6165183542,3.23467006,0.1905969829,-0.5574085778,10.93231889,0.2548764392,29.03021803
GMC,Yukon Trailering Edition,Petrol,8+,large,Petrol | 8+ | large,355,519,210,7.5,5300,78000,11.26446411,0,0,0.2,-0.2,0,0.5012278907,-2.78E-17,1.650746964,-1.68E-17,-0.5012278907,11.00928054,0.2551835692,29.06985317
Jeep,Compass 4xe,Hybrid,4–5,small,Hybrid | 4–5 | small,240,270,200,7.307,1300,46360,10.7441923,0.1683501684,0,0,0.5435294118,0.5,0.6647009383,0.1926284413,1.943909086,0.09909333862,-0.472072497,10.48862206,0.2555702375,29.11977003
Volkswagen,Karmann Ghia,Petrol,2,small,Petrol | 2 | small,47.8,106,138.1,22.575,1200,25000,10.1266311,-0.8858895706,-0.5130890052,-0.3020689655,-2.195454545,0.2,-0.2225000611,-0.9021838529,0.8005149578,-1.127004367,-0.6796837918,9.870809633,0.2558214709,29.15221331
Porsche,911 Carrera S Cabriolet,Petrol,4–5,mid,Petrol | 4–5 | mid,443,530,304,3.9,3000,129900,11.7745202,1.613333333,1.112454655,1.566666667,1.118110236,-1.111111111,2.021257621,1.268557423,7.54781125,0.1680695742,-0.7527001978,11.51798708,0.2565331223,29.24415737
BMW,114D,Diesel,4–5,small,Diesel | 4–5 | small,95,270,185,12.2,1496,27000,10.20359214,0.8,1,0.5,0,-0.3243243243,0.2649897792,0.5637837838,1.303417654,0.4325426943,0.2987940046,9.945591798,0.2580003465,29.43392671
Peugeot,301 Sedan,Petrol,4–5,small,Petrol | 4–5 | small,82,115,180,12,1199,20000,9.903487553,-0.3076923077,-0.2904564315,0,-0.2658959538,0.0025,0.193906374,-0.2188377848,1.213982617,-0.1802643478,-0.4127441587,9.645456459,0.2580310936,29.4379065
GMC,Sierra 2500HD Denali,Diesel,6–7,large,Diesel | 6–7 | large,401,1234,175,7.5,6600,72200,11.18719532,0.078125,0.762925599,0,0.2903225806,-0.2839393939,1.542369654,0.2237964162,4.675656843,0.0478641662,-1.318573238,10.92795994,0.2592353866,29.59388155
Nissan,Gloria Gran Turismo,Petrol,4–5,mid,Petrol | 4–5 | mid,255,340,220,6.5,3000,50000,10.81977828,0.36,0.1934703748,0.1666666667,0.2992125984,-1.111111111,0.6438561898,0.2023143724,1.903808188,0.1062682542,-0.4415418173,10.56027661,0.2595016734,29.62839529
Mitsubishi,Pajero SWB (Short Wheel Base),Diesel,4–5,large,Diesel | 4–5 | large,190.32,441,180,10.44,3200,47500,10.76848499,-1.84544,-0.7969230769,0,-2.426666667,0.25,-0.3318076205,-1.278121949,0.717625366,-1.781043438,-0.9463143282,10.50888603,0.2595989563,29.64100653
Mazda,Cosmo Sport (110S),Petrol,2,small,Petrol | 2 | small,110,150,170,10,1000,32500,10.38899537,-0.1226993865,-0.05235602094,0.1379310345,0.09090909091,1,0.4178637654,0.04235203561,1.518713759,0.02788677943,-0.3755117298,10.12920791,0.2597874592,29.66544654
Jaguar Land Rover,Jaguar XF Sportbrake,Petrol,4–5,mid,Petrol | 4–5 | mid,250,400,250,6.5,1999,60000,11.00209984,0.3266666667,0.4836759371,0.6666666667,0.2992125984,0.001111111111,0.9068905956,0.4042999293,2.476609767,0.1632473289,-0.5025906663,10.74170211,0.2603977265,29.74460127
Peugeot,208,Petrol,4–5,small,Petrol | 4–5 | small,82,160,180,10.5,1199,22000,9.998797732,-0.3076923077,0.08298755187,0,0.08092485549,0.0025,0.3187584683,-0.07478482622,1.375419077,-0.05437239271,-0.3935432945,9.736510821,0.2622869116,29.98994451
BMW,118i SPORTLINE,Petrol,4–5,small,Petrol | 4–5 | small,136,250,213,8.5,1499,35000,10.46310334,0.7307692308,0.8298755187,0.825,0.5433526012,-0.7475,0.9269781537,0.6580398547,2.526861841,0.2604178211,-0.268938299,10.1997216,0.2633817368,30.13233872
BMW,118i URBAN LINE,Petrol,4–5,small,Petrol | 4–5 | small,136,250,213,8.5,1499,35000,10.46310334,0.7307692308,0.8298755187,0.825,0.5433526012,-0.7475,0.9269781537,0.6580398547,2.526861841,0.2604178211,-0.268938299,10.1997216,0.2633817368,30.13233872
Porsche,Panamera 4 E-Hybrid,Hybrid,4–5,mid,Hybrid | 4–5 | mid,462,700,280,4.4,2900,113300,11.63779445,1.327160494,1.333333333,1.290322581,1.55,-1.219512195,1.989851437,1.238261746,7.314447023,0.1692898646,-0.7515896908,11.37394851,0.2638459346,30.19275988
Mitsubishi,Outlander PHEV,Hybrid,4–5,mid,Hybrid | 4–5 | mid,248,300,170,10.5,2400,41000,10.62132735,0.006172839506,-0.2352941176,-0.4838709677,-1.5,-0.6651884701,0,-0.4749319468,1,-0.4749319468,-0.4749319468,10.35342821,0.2678991351,30.72152812
AUDI,A8,Petrol,4–5,mid,Petrol | 4–5 | mid,335,600,250,5.7,2995,86000,11.36210258,0.8933333333,1.451027811,0.6666666667,0.5511811024,-1.105555556,1.426264755,0.791164005,4.16311984,0.1900411315,-0.6351007497,11.0891874,0.2729151706,31.37887922
Nissan,Rogue Platinum,Petrol,4–5,mid,Petrol | 4–5 | mid,201,300,180,8.2,1500,38000,10.54534144,0,0,-0.5,-0.2362204724,0.5555555556,0.2479275134,-0.1194663167,1.281367047,-0.09323348606,-0.3673938302,10.27124989,0.2740915508,31.53352167
Porsche,Macan,Petrol,4–5,mid,Petrol | 4–5 | mid,261,400,232,6.2,2000,60000,11.00209984,0.4,0.4836759371,0.3666666667,0.3937007874,0,0.9068905956,0.3888086782,2.476609767,0.1569923059,-0.5180819174,10.72778771,0.2743121275,31.5625381
Jeep,Grand Cherokee Summit Reserve,Petrol,4–5,large,Petrol | 4–5 | large,357,529,190,7.3,5700,66575,11.10608441,-0.6076190476,-0.2845385068,-0.7843137255,-0.9494949495,-0.602997251,-0.2476691512,-0.6464859656,0.7806181671,-0.8281718167,-0.3988168143,10.83054328,0.2755411342,31.72432874
LAMBORGHINI,HURACAN STO EVO,Petrol,2,large,Petrol | 2 | large,640,565,325,3,5204,342000,12.74256602,0,-0.6233062331,0,0,0,0.1328338416,-0.1246612466,1.14206022,-0.1091547052,-0.2574950882,12.46590139,0.276664628,31.87240337
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE ROADSTER,Petrol,2,large,Petrol | 2 | large,769,720,355,2.8,6498,573000,13.258641,0.539748954,0.216802168,0.7894736842,0.25,-0.5180144115,0.4755587366,0.4142665838,1.608912905,0.2574822928,-0.06129215288,12.97907215,0.2795688497,32.25594675
Porsche,911 GT4 RS,Petrol,2,large,Petrol | 2 | large,500,450,315,3.4,4000,222000,12.31043266,-0.5857740586,-1.246612466,-0.2631578947,-0.5,0.4819855885,-0.1541455017,-0.5828757133,0.8571472955,-0.6800181443,-0.4287302115,12.02958645,0.2808462149,32.42499384
GMC,Terrain All-Terrain Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,170,275,200,9.3,1500,35000,10.46310334,-0.2066666667,-0.1209189843,-0.1666666667,-0.5826771654,0.5555555556,0.1292830169,-0.2186081188,1.138012155,-0.1920964708,-0.3478911358,10.1821997,0.2809036384,32.43259836
Mazda,CX-60,Diesel,4–5,mid,Diesel | 4–5 | mid,187,250,200,8.5,2500,42500,10.65725935,0.2524271845,-0.6896551724,0.4,0.2097902098,-0.9900990099,0.6550789099,0.02287157154,1.925294436,0.01187951885,-0.6322073384,10.37505933,0.2822000293,32.6043941
ASTON MARTIN,RAPIDE AMR,Petrol,4–5,large,Petrol | 4–5 | large,580,630,328,4.2,5935,240000,12.3883942,0.2419047619,-0.04703115814,1.019607843,0.303030303,-0.6863527534,0.56373693,0.3054704266,1.75722688,0.1738366457,-0.2582665034,12.10465558,0.2837386199,32.80857502
Mitsubishi,Eclipse Cross PHEV,Hybrid,4–5,mid,Hybrid | 4–5 | mid,188,199,180,10.5,2400,37500,10.53209621,-0.3641975309,-0.631372549,-0.3225806452,-1.5,-0.6651884701,-0.1746802227,-0.6515191981,0.839725503,-0.775871634,-0.4768389754,10.24823819,0.2838580192,32.82443322
Peugeot,Partner Electric,Electric,4–5,EV,Electric | 4–5 | EV,136,260,130,9,50,40000,10.59663473,-0.812749004,-0.5367231638,-1,-1.333333333,0,-0.4976352709,-0.8584734508,0.6079666376,-1.412040395,-0.3608381799,10.31208699,0.2845477406,32.91607667
Porsche,911 GT3 RS Clubsport,Petrol,2,large,Petrol | 2 | large,525,465,296,3.2,4000,223800,12.31850807,-0.4811715481,-1.165311653,-0.7631578947,-0.25,0.4819855885,-0.1487826271,-0.580004672,0.861756417,-0.6730494378,-0.4312220449,12.03232027,0.2861878039,33.1342463
Porsche,Panamera E-Hybrid,Hybrid,4–5,mid,Hybrid | 4–5 | mid,455,700,280,4.4,2900,115000,11.65268741,1.283950617,1.333333333,1.290322581,1.55,-1.219512195,2.019006122,1.223138289,7.53083648,0.1624173214,-0.7958678329,11.36493973,0.2877476805,33.34208136
Peugeot,3008 Allure Premium,Petrol,4–5,small,Petrol | 4–5 | small,130,240,200,9.8,1499,32000,10.37349118,0.6153846154,0.7468879668,0.5,0.2427745665,-0.7475,0.8095902135,0.475942122,2.246987013,0.2118134726,-0.3336480915,10.08461954,0.2888716421,33.492037
Nissan,Patrol NISMO,Petrol,6–7,large,Petrol | 6–7 | large,428,560,210,6.5,5600,105000,11.56171563,1.082568807,0.545,0.25,0.625,-0.65,1.354580342,0.6303990826,3.875134384,0.1626779926,-0.7241812594,11.27100433,0.2907113038,33.73784322
Mitsubishi,Delica Space Gear,Petrol,6–7,mid,Petrol | 6–7 | mid,145,206,170,13,2400,32500,10.38899537,-0.4056338028,-0.2655462185,-0.8080808081,-1.28440367,0.094,0,-0.6088779702,1,-0.6088779702,-0.6088779702,10.09793109,0.2910642828,33.78505819
BMW,118i SHADOW LINE,Petrol,4–5,small,Petrol | 4–5 | small,136,250,213,8.5,1499,36000,10.49127422,0.7307692308,0.8298755187,0.825,0.5433526012,-0.7475,0.963880749,0.6580398547,2.621851504,0.2509828851,-0.3058408942,10.1997216,0.2915526138,33.85040554
Ford,GT,Petrol,2,large,Petrol | 2 | large,660,746,348,3,3500,500000,13.12236338,0.08368200837,0.3577235772,0.6052631579,0,0.6821457166,0.3850569021,0.2559933358,1.469697948,0.1741809167,-0.1290635663,12.82836328,0.2940000983,34.17840355
BMW,114D SPORT LINE,Diesel,4–5,small,Diesel | 4–5 | small,95,270,185,12.2,1496,28000,10.23995979,0.8,1,0.5,0,-0.3243243243,0.2971020968,0.5637837838,1.34595271,0.418873397,0.266681687,9.945591798,0.2943679907,34.22777585
